crn,course,title,faculty,meeting,credits,enrolled
10200,COMP 590 001,COMPUTER SCIENCE PROJECTS,Faculty:,Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
10628,COMP 600 001,GRADUATE SEMINAR,"Faculty: Greiner, John D.",Meeting: 12:00PM - 12:50PM M TBA TBA,1,Enrolled: 47 (Max 75)
12964,COMP 602 001,NEURAL MACHINE LEARNING II,"Faculty: Merenyi, Erzsebet",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 0 (Max 19)
11248,COMP 651 001,SPECIAL TOPICS IN ROBOTICS,"Faculty: McLurkin, James",Meeting: 03:00PM - 03:59PM W TBA TBA,1 TO 9,Enrolled: 5 (Max 19)
10020,COMP 690 001,RESEARCH AND THESIS,Faculty:,Meeting: TBA TBA,1 TO 12,Enrolled: 6 (Max 50)
12843,COMP 693 001,ADV TOPICS - COMPUTER SYSTEMS,"Faculty: Cavallaro, Joseph; Brogioli, Michael",Meeting: 09:00AM - 10:50AM F TBA TBA,1 TO 3,Enrolled: 0 (Max 15)
10021,COMP 800 001,GRADUATE RESEARCH,Faculty:,Meeting: TBA TBA,1 TO 15,Enrolled: 36 (Max 80)
10515,CSCI 390 001,SUPERV RESRCH COGNITIVE SCI,"Faculty: Kemmer, Suzanne E.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
10516,CSCI 481 001,HONORS PROJECT,"Faculty: Kemmer, Suzanne E.",Meeting: TBA TBA,1 TO 3,Enrolled: 2 (Permission Required)
11003,DSRT 999 001,DISSERTATION/THESIS SUBMISSION,Faculty:,Meeting: TBA TBA,0,Enrolled: 0 (Permission Required)
11812,EBIO 116 001,FRESHMAN BIOLOGY SEMINAR (EEB),"Faculty: Clay, Patrick",Meeting: 05:00PM - 05:59PM T TBA TBA,1,Enrolled: 0 (Max 15)
11814,EBIO 124 001,INTRO TO EEB,"Faculty: Simoes Correa, Adrienne M.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 14 (Max 40)
10753,EBIO 204 001,COMMUNITY GARDEN,"Faculty: Novak, Joseph R.",Meeting: 04:00PM - 04:59PM R TBA TBA,1,Enrolled: 31 (Max 35)
10759,EBIO 213 002,INTRO LAB MOD ECOL & EVOL BIO,"Faculty: Simoes Correa, Adrienne M.",Meeting: 01:00PM - 04:59PM W TBA TBA; 03:00PM - 03:50PM M TBA TBA,2,Enrolled: 21 (Max 29)
10760,EBIO 213 003,INTRO LAB MOD ECOL & EVOL BIO,"Faculty: Simoes Correa, Adrienne M.",Meeting: 01:00PM - 04:59PM R TBA TBA; 03:00PM - 03:50PM M TBA TBA,2,Enrolled: 11 (Max 29)
10804,EBIO 215 001,BIOS LAB TEACHING,"Faculty: Solomon, Scott E.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
12260,EBIO 215 002,BIOS LAB TEACHING,"Faculty: Simoes Correa, Adrienne M.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
13113,EBIO 215 003,BIOS LAB TEACHING,"Faculty: Simoes Correa, Adrienne M.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
10866,EBIO 216 001,DISCUSSION SECTION TEACHING,"Faculty: Solomon, Scott E.",Meeting: TBA TBA,1,Enrolled: 0 (Permission Required)
11170,EBIO 306 001,EEB UNDERGRADUATES IND STUDY,"Faculty: Simoes Correa, Adrienne M.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
10761,EBIO 306 002,EEB UNDERGRADUATES IND STUDY,"Faculty: Kohn, Hans M.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
10763,EBIO 306 004,EEB UNDERGRADUATES IND STUDY,"Faculty: Miller, Thomas E.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
11171,EBIO 306 006,EEB UNDERGRADUATES IND STUDY,"Faculty: Rogers, Haldre S.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
12392,EBIO 306 007,EEB UNDERGRADUATES IND STUDY,"Faculty: Egan, Scott P.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
10867,EBIO 306 008,EEB UNDERGRADUATES IND STUDY,"Faculty: Siemann, Evan H.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
11028,EBIO 306 009,EEB UNDERGRADUATES IND STUDY,"Faculty: Solomon, Scott E.",Meeting: TBA TBA,1 TO 3,Enrolled: 1 (Permission Required)
12393,EBIO 306 010,EEB UNDERGRADUATES IND STUDY,"Faculty: Jones, Emily I.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
11185,EBIO 306 011,EEB UNDERGRADUATES IND STUDY,"Faculty: Dunham, Amy E.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
11186,EBIO 306 012,EEB UNDERGRADUATES IND STUDY,"Faculty: Rudolf, Volker",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
13159,EBIO 306 013,EEB UNDERGRADUATES IND STUDY,"Faculty: Saltz, Julia B.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
10771,EBIO 323 001,CONSERVATION BIOLOGY,Faculty:,Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 26 (Max 60)
12396,EBIO 325 001,ECOLOGY,"Faculty: Siemann, Evan H.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 49 (Max 49)
10869,EBIO 326 001,INSECT BIOLOGY,"Faculty: Rasmussen, Nicholas L.",Meeting: 08:00AM - 09:15AM TR TBA TBA,3,Enrolled: 15 (Max 75)
10868,EBIO 327 001,BIOLOGICAL DIVERSITY LAB,"Faculty: Solomon, Scott E.",Meeting: 12:00PM - 04:59PM W TBA TBA,1,Enrolled: 28 (Max 28)
10870,EBIO 330 001,INSECT BIOLOGY LAB,"Faculty: Solomon, Scott E.",Meeting: 01:00PM - 03:59PM F TBA TBA,1,Enrolled: 8 (Max 28)
10806,EBIO 331 001,BIOLOGY OF INFECTIOUS DISEASES,"Faculty: Rudolf, Volker",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 11 (Max 99)
10774,EBIO 338 001,DESIGN & ANALYSIS OF BIOL EXP,"Faculty: Jones, Thomas A.",Meeting: 02:30PM - 03:45PM TR TBA TBA,3,Enrolled: 3 (Max 12)
13153,EBIO 365 001,INTRODUCTORY PHYCOLOGY,"Faculty: Bhattacharjee, Meenakshi B.; Siemann, Evan H.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 0 (Max 19)
13154,EBIO 367 001,INTRODUCTION PHYCOLOGY LAB,"Faculty: Bhattacharjee, Meenakshi B.; Siemann, Evan H.",Meeting: 02:00PM - 04:00PM M TBA TBA,1,Enrolled: 0 (Max 19)
10777,EBIO 403 001,UNDERGRADUATE HONORS RESEARCH,Faculty:,Meeting: TBA TBA,5,Enrolled: 5 (Permission Required)
10871,EBIO 412 001,ADV COMMUNICATION IN BIOL SCI,"Faculty: Solomon, Scott E.",Meeting: 09:00AM - 09:50AM M TBA TBA,2,Enrolled: 16 (Permission Required)
11429,EBIO 520 001,STUDENT SEMINAR IN EEB,Faculty:,Meeting: 12:00PM - 12:59PM W TBA TBA,1,Enrolled: 7 (Max 23)
10780,EBIO 541 002,SPEC TOP ECOL&EVOL BIOLOGY,"Faculty: Kohn, Hans M.",Meeting: TBA TBA,1,Enrolled: 1 (Max 29)
12395,EBIO 541 003,SPEC TOP ECOL&EVOL BIOLOGY,"Faculty: Jones, Emily I.",Meeting: TBA TBA,1,Enrolled: 0 (Permission Required)
10781,EBIO 541 004,SPEC TOP ECOL&EVOL BIOLOGY,"Faculty: Miller, Thomas E.",Meeting: TBA TBA,1,Enrolled: 0 (Max 19)
12394,EBIO 541 006,SPEC TOP ECOL&EVOL BIOLOGY,"Faculty: Egan, Scott P.",Meeting: TBA TBA,1,Enrolled: 0 (Permission Required)
10872,EBIO 541 007,SPEC TOP ECOL&EVOL BIOLOGY,"Faculty: Simoes Correa, Adrienne M.",Meeting: TBA TBA,1,Enrolled: 0 (Max 10)
11172,EBIO 541 008,SPEC TOP ECOL&EVOL BIOLOGY,"Faculty: Lin, Zhenguo",Meeting: TBA TBA,1,Enrolled: 0 (Max 10)
11173,EBIO 541 009,SPEC TOP ECOL&EVOL BIOLOGY,"Faculty: Siemann, Evan H.",Meeting: TBA TBA,1,Enrolled: 0 (Max 10)
11174,EBIO 541 010,SPEC TOP ECOL&EVOL BIOLOGY,"Faculty: Solomon, Scott E.",Meeting: TBA TBA,1,Enrolled: 0 (Max 10)
11187,EBIO 541 013,SPEC TOP ECOL&EVOL BIOLOGY,"Faculty: Dunham, Amy E.",Meeting: TBA TBA,1,Enrolled: 1 (Max 10)
11188,EBIO 541 014,SPEC TOP ECOL&EVOL BIOLOGY,"Faculty: Rudolf, Volker",Meeting: TBA TBA,1,Enrolled: 0 (Permission Required)
13077,EBIO 555 001,WOLF CONSERVATION,"Faculty: Siemann, Evan H.",Meeting: 05:00PM - 05:59PM W TBA TBA,1,Enrolled: 4 (Permission Required)
10785,EBIO 561 001,TOPICS IN EVOLUTION,"Faculty: Kohn, Hans M.",Meeting: 03:00PM - 03:59PM W TBA TBA,3,Enrolled: 6 (Max 10)
10786,EBIO 563 001,TOPICS IN ECOLOGY,Faculty:,Meeting: 02:00PM - 02:59PM M TBA TBA,3,Enrolled: 8 (Max 30)
10787,EBIO 569 001,CORE COURSE IN ECOLOGY & EVOL,"Faculty: Siemann, Evan H.; Kohn, Hans M.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 0 (Max 15)
10791,EBIO 585 001,GRAD SEM IN ECOL & EVOL BIOL,"Faculty: Siemann, Evan H.",Meeting: 03:30PM - 05:29PM M TBA TBA,1,Enrolled: 10 (Max 60)
10792,EBIO 591 001,GRADUATE TEACHING IN EEB,"Faculty: Siemann, Evan H.",Meeting: TBA TBA,3,Enrolled: 2 (Max 19)
10799,EBIO 801 001,EEB GRADUATE RESEARCH,"Faculty: Dunham, Amy E.",Meeting: TBA TBA,1 TO 15,Enrolled: 2 (Max 60)
10800,EBIO 801 003,EEB GRADUATE RESEARCH,"Faculty: Kohn, Hans M.",Meeting: TBA TBA,1 TO 15,Enrolled: 5 (Max 19)
10802,EBIO 801 007,EEB GRADUATE RESEARCH,"Faculty: Rudolf, Volker",Meeting: TBA TBA,1 TO 15,Enrolled: 1 (Max 19)
10803,EBIO 801 008,EEB GRADUATE RESEARCH,"Faculty: Siemann, Evan H.",Meeting: TBA TBA,1 TO 15,Enrolled: 1 (Max 19)
11398,EBIO 801 010,EEB GRADUATE RESEARCH,"Faculty: Miller, Thomas E.",Meeting: TBA TBA,1 TO 15,Enrolled: 5 (Max 19)
11988,ECON 201 001,MICROECONOMICS I,"Faculty: Bejan, Maria M.",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 59 (Max 120)
10941,ECON 201 002,MICROECONOMICS I,"Faculty: Biavati, Michele",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 48 (Max 120)
10942,ECON 201 003,MICROECONOMICS I,"Faculty: Biavati, Michele",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 44 (Max 49)
13120,ECON 201 004,MICROECONOMICS I,"Faculty: Bejan, Maria M.",Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 3 (Max 49)
11882,ECON 239 001,"BUSINESS, LAW, AND ECONOMICS","Faculty: Warden, David E.",Meeting: 03:00PM - 05:59PM W TBA TBA,3,Enrolled: 30 (Max 30)
10944,ECON 301 002,MICROECONOMICS II,"Faculty: Dudey, Marc P.",Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 24 (Max 99)
11991,ECON 301 003,MICROECONOMICS II,"Faculty: Brown, James N.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 59 (Max 99)
10945,ECON 303 001,MACROECONOMICS,"Faculty: Loch-Temzelides, Ted P.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 53 (Max 75)
10946,ECON 303 002,MACROECONOMICS,"Faculty: Bryant, John B.",Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 20 (Max 90)
10947,ECON 307 001,PROBABILITY & STATISTICS,"Faculty: Schweinberger, Michael",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 23 (Max 190)
11162,ECON 309 001,APPLIED ECONOMETRICS,"Faculty: Brown, Bryan W.",Meeting: 11:00AM - 11:50AM MW TBA TBA; 11:00AM - 11:50AM F TBA TBA,3,Enrolled: 43 (Max 49)
12718,ECON 343 001,CORPORATE FINANCE,"Faculty: Hartley, Peter R.",Meeting: 10:00AM - 10:50AM MWF TBA TBA,3,Enrolled: 74 (Max 75)
10965,ECON 399 001,INDEPENDENT RESEARCH,Faculty:,Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
10958,ECON 401 001,MATHEMATICAL ECONOMICS,"Faculty: Bejan, Maria M.",Meeting: 09:00AM - 09:50AM MWF TBA TBA,3,Enrolled: 49 (Max 75)
12719,ECON 409 001,ECONOMETRICS,Faculty:,Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 5 (Max 15)
11990,ECON 415 001,LABOR ECONOMICS,"Faculty: Brown, James N.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 32 (Max 40)
11393,ECON 421 001,INTERNATIONAL FINANCE,"Faculty: Green, Russell A.",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 31 (Max 30)
10536,ECON 437 001,ENERGY ECONOMICS,"Faculty: Medlock, Kenneth B.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 73 (Max 100)
11860,ECON 450 001,ECONOMIC DEVELOPMENT: INTRO,"Faculty: Gillis, Malcolm",Meeting: 02:30PM - 03:45PM TR TBA TBA,3,Enrolled: 38 (Max 30)
11395,ECON 455 001,MONEY AND FINANCIAL MARKETS,"Faculty: Bryant, John B.",Meeting: 10:00AM - 10:50AM MWF TBA TBA,3,Enrolled: 30 (Max 30)
12722,ECON 480 001,ENVIRONMENTAL ECONOMICS,"Faculty: Hartley, Peter R.",Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 17 (Max 30)
10685,ECON 481 001,HEALTH ECONOMICS,"Faculty: Ho, Vivian",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 36 (Max 36)
10585,ECON 483 001,PUBLIC FINANCE: TAX POLICY,"Faculty: Zodrow, George R.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 27 (Max 30)
10099,ECON 501 001,MICROECONOMIC THEORY I,"Faculty: Boylan, Richard T.",Meeting: 10:30AM - 11:45AM MW TBA TBA,5,Enrolled: 2 (Max 19)
10100,ECON 502 001,MACROECON/MONETARY THEORY I,"Faculty: Loch-Temzelides, Ted P.",Meeting: 12:15PM - 01:29PM TR TBA TBA,5,Enrolled: 3 (Max 19)
10101,ECON 504 001,ADVANCED ECONOMIC STATISTICS,Faculty:,Meeting: 02:15PM - 03:29PM MW TBA TBA,3,Enrolled: 1 (Max 19)
10102,ECON 507 001,MATHEMATICAL ECONOMICS I,Faculty:,Meeting: 12:45PM - 01:59PM MW TBA TBA,5,Enrolled: 2 (Max 19)
12724,ECON 509 001,MICROECONOMICS III,Faculty:,Meeting: 09:00AM - 10:15AM TR TBA TBA,5,Enrolled: 11 (Max 19)
10103,ECON 511 001,ECONOMETRICS II,Faculty:,Meeting: 10:30AM - 11:45AM TR TBA TBA,3,Enrolled: 13 (Max 19)
12725,ECON 514 001,INDUST'L ORGANIZATION&CONTROL,"Faculty: Dudey, Marc P.",Meeting: 09:00AM - 10:15AM MW TBA TBA,5,Enrolled: 4 (Max 19)
10686,ECON 516 001,EMPIRICAL MICROECONOMICS,"Faculty: Boylan, Richard T.; Ho, Vivian",Meeting: 09:30AM - 11:59AM F TBA TBA,5,Enrolled: 3 (Max 19)
10104,ECON 593 001,MACRO WORKSHOPS,"Faculty: Loch-Temzelides, Ted P.",Meeting: 03:00PM - 04:59PM W TBA TBA,5,Enrolled: 3 (Max 32)
10106,ECON 593 003,EMPIRICAL MICRO WORKSHOP,Faculty:,Meeting: 03:00PM - 04:59PM M TBA TBA,5,Enrolled: 9 (Max 32)
10107,ECON 593 004,ECONOMETRICS WORKSHOPS,"Faculty: Brown, Bryan W.",Meeting: 03:00PM - 04:59PM F TBA TBA,5,Enrolled: 7 (Max 32)
11016,ECON 597 001,READINGS IN ADVANCED TOPICS,Faculty:,Meeting: TBA TBA,5,Enrolled: 0 (Permission Required)
10108,ECON 800 001,GRADUATE RESEARCH,Faculty:,Meeting: TBA TBA,1 TO 12,Enrolled: 14 (Max 50)
10044,EDUC 202 001,CONTEMPORARY ISSUES IN EDUC,"Faculty: Lundin, Robert A.",Meeting: 06:00PM - 08:59PM M TBA TBA,3,Enrolled: 38 (Max 38)
10045,EDUC 301 001,"PHIL,HIST,&SOC FOUNDTN OF EDUC","Faculty: Whitford, Sheila D.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 8 (Max 25)
12691,EDUC 304 001,"RACE, CLASS, GENDER IN EDUC","Faculty: Crear, Shelah F.",Meeting: 06:00PM - 08:59PM W TBA TBA,3,Enrolled: 12 (Max 20)
10046,EDUC 305 001,EDUCATIONAL PSYCHOLOGY,"Faculty: Schanding, George T.",Meeting: 05:30PM - 08:29PM T TBA TBA,3,Enrolled: 30 (Max 35)
11192,EDUC 310 001,INTRODUCTION SPECIAL EDUCATION,"Faculty: Joshua, Shanicca A.",Meeting: 05:00PM - 07:59PM R TBA TBA,3,Enrolled: 6 (Max 19)
12693,EDUC 319 001,TEACHING & LEARNING W/INQUIRY,"Faculty: Radigan, Judy A.",Meeting: 04:00PM - 05:15PM TR TBA TBA,3,Enrolled: 5 (Max 20)
12695,EDUC 325 001,ADOLESCENT LITERATURE,"Faculty: McNeil, Linda M.",Meeting: 05:00PM - 07:59PM W TBA TBA,3,Enrolled: 1 (Max 15)
12697,EDUC 330 001,THE AMERICAN HIGH SCHOOL,"Faculty: McNeil, Linda M.",Meeting: 01:00PM - 03:59PM W TBA TBA,3,Enrolled: 2 (Max 15)
11617,EDUC 345 001,EDUC TECH & DIGITAL LRNING,"Faculty: Whitaker, Jarrett R.",Meeting: 06:00PM - 08:59PM R TBA TBA,3,Enrolled: 9 (Max 15)
11798,EDUC 421 001,CURRICULUM DEVELOPMENT,"Faculty: Radigan, Judy A.",Meeting: 05:00PM - 07:59PM M TBA TBA,3,Enrolled: 1 (Permission Required)
11740,EDUC 460 001,THEORY AND METHODS: ART,"Faculty: Crawford, Margaret F.",Meeting: 05:30PM - 08:29PM W TBA TBA,1 TO 3,Enrolled: 0 (Max 5)
11742,EDUC 461 001,THEORY AND METHODS: ELAR,"Faculty: Crawford, Margaret F.",Meeting: 05:30PM - 08:29PM W TBA TBA,1 TO 3,Enrolled: 2 (Max 5)
11744,EDUC 462 001,THEORY AND METHODS: LOTE,"Faculty: Crawford, Margaret F.",Meeting: 05:30PM - 08:29PM W TBA TBA,1 TO 3,Enrolled: 0 (Max 5)
11746,EDUC 463 001,THEORY AND METHODS:MATHEMATICS,"Faculty: Crawford, Margaret F.",Meeting: 05:30PM - 08:29PM W TBA TBA,1 TO 3,Enrolled: 1 (Max 5)
11748,EDUC 464 001,THEORY AND METHODS:PHYSICAL ED,"Faculty: Crawford, Margaret F.",Meeting: 05:30PM - 08:29PM W TBA TBA,1 TO 3,Enrolled: 0 (Max 5)
11750,EDUC 465 001,THEORY AND METHODS: SCIENCE,"Faculty: Crawford, Margaret F.",Meeting: 05:30PM - 08:29PM W TBA TBA,1 TO 3,Enrolled: 1 (Max 5)
11752,EDUC 466 001,THEORY AND METHODS:SOCIAL STUD,"Faculty: Crawford, Margaret F.",Meeting: 05:30PM - 08:29PM W TBA TBA,1 TO 3,Enrolled: 0 (Max 5)
10047,EDUC 491 001,INDEPENDENT STUDY AND RESEARCH,Faculty:,Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
10048,EDUC 501 001,"PHIL,HIST,&SOC FOUNDTN OF EDUC","Faculty: Whitford, Sheila D.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 1 (Max 10)
10888,EDUC 502 001,CONTEMPORARY ISSUES IN EDUC,"Faculty: Lundin, Robert A.",Meeting: 06:00PM - 08:59PM M TBA TBA,3,Enrolled: 1 (Max 5)
12692,EDUC 504 001,"RACE, CLASS, GENDER IN EDUC","Faculty: Crear, Shelah F.",Meeting: 06:00PM - 08:59PM W TBA TBA,3,Enrolled: 2 (Max 5)
10049,EDUC 505 001,EDUCATIONAL PSYCHOLOGY,"Faculty: Schanding, George T.",Meeting: 05:30PM - 08:29PM T TBA TBA,3,Enrolled: 1 (Max 5)
11193,EDUC 510 001,INTRODUCTION SPECIAL EDUCATION,"Faculty: Joshua, Shanicca A.",Meeting: 05:00PM - 07:59PM R TBA TBA,3,Enrolled: 0 (Max 5)
12694,EDUC 519 001,TEACHING & LEARNING W/INQUIRY,"Faculty: Radigan, Judy A.",Meeting: 04:00PM - 05:15PM TR TBA TBA,3,Enrolled: 2 (Max 5)
11799,EDUC 521 001,CURRICULUM DEVELOPMENT,"Faculty: Radigan, Judy A.",Meeting: 05:00PM - 07:59PM M TBA TBA,3,Enrolled: 1 (Permission Required)
12696,EDUC 525 001,ADOLESCENT LITERATURE,"Faculty: McNeil, Linda M.",Meeting: 05:00PM - 07:59PM W TBA TBA,3,Enrolled: 0 (Max 5)
12698,EDUC 530 001,THE AMERICAN HIGH SCHOOL,"Faculty: McNeil, Linda M.",Meeting: 01:00PM - 03:59PM W TBA TBA,3,Enrolled: 0 (Max 5)
10055,EDUC 540 001,SEMINAR FOR FIRST-YR TEACHERS,"Faculty: Crawford, Margaret F.",Meeting: 05:00PM - 07:59PM M TBA TBA,3,Enrolled: 4 (Max 6)
11618,EDUC 545 001,EDUC TECH & DIGITAL LRNING,"Faculty: Whitaker, Jarrett R.",Meeting: 06:00PM - 08:59PM R TBA TBA,3,Enrolled: 3 (Max 10)
11741,EDUC 560 001,THEORY AND METHODS: ART,"Faculty: Crawford, Margaret F.",Meeting: 05:30PM - 08:29PM W TBA TBA,1 TO 3,Enrolled: 1 (Max 5)
11743,EDUC 561 001,THEORY AND METHODS: ELAR,"Faculty: Crawford, Margaret F.",Meeting: 05:30PM - 08:29PM W TBA TBA,1 TO 3,Enrolled: 0 (Max 5)
11745,EDUC 562 001,THEORY AND METHODS: LOTE,"Faculty: Crawford, Margaret F.",Meeting: 05:30PM - 08:29PM W TBA TBA,1 TO 3,Enrolled: 0 (Max 5)
11747,EDUC 563 001,THEORY AND METHODS:MATHEMATICS,"Faculty: Crawford, Margaret F.",Meeting: 05:30PM - 08:29PM W TBA TBA,1 TO 3,Enrolled: 0 (Max 5)
11749,EDUC 564 001,THEORY AND METHODS:PHYSICAL ED,"Faculty: Crawford, Margaret F.",Meeting: 05:30PM - 08:29PM W TBA TBA,1 TO 3,Enrolled: 0 (Max 5)
11751,EDUC 565 001,THEORY AND METHODS: SCIENCE,"Faculty: Crawford, Margaret F.",Meeting: 05:30PM - 08:29PM W TBA TBA,1 TO 3,Enrolled: 0 (Max 5)
11753,EDUC 566 001,THEORY AND METHODS:SOCIAL STUD,"Faculty: Crawford, Margaret F.",Meeting: 05:30PM - 08:29PM W TBA TBA,1 TO 3,Enrolled: 0 (Max 5)
11109,EDUC 591 001,INDEPENDENT STUDY AND RESEARCH,Faculty:,Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
10056,ELEC 241 001,FUND ELECTRICAL ENGINEERING I,"Faculty: Johnson, Don H.",Meeting: 11:00AM - 11:50AM MWF TBA TBA,4,Enrolled: 41 (Max 75)
10057,ELEC 261 001,ELECTRONIC MATERIALS,"Faculty: Kelly, Kevin F.",Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 41 (Max 73)
10058,ELEC 301 001,SIGNALS AND SYSTEMS,"Faculty: Baraniuk, Richard G.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 24 (Permission Required)
10632,ELEC 303 001,RANDOM SIGNALS,"Faculty: Orchard, Michael T.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 26 (Max 73)
10881,ELEC 306 001,APPLIED ELECTROMAGNETICS,"Faculty: Wise, James D.",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 7 (Max 40)
10059,ELEC 326 001,DIGITAL LOGIC DESIGN,Faculty:,Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 27 (Max 73)
11469,ELEC 342 002,ANALOG ELECTRONIC CIRCUITS,"Faculty: Babakhani, Aydin",Meeting: 02:30PM - 03:45PM TR TBA TBA,3,Enrolled: 5 (Max 50)
11000,ELEC 395 001,TRANSFER CREDIT - JUNIOR,Faculty:,Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
12820,ELEC 420 001,DESIGN/ANALYSIS OF ALGORITHMS,"Faculty: Palem, Krishna V.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 5 (Max 110)
11603,ELEC 424 001,MOBILE & EMBEDDED SYSTEM,"Faculty: Zhong, Lin",Meeting: 10:50AM - 12:05PM TR TBA TBA,4,Enrolled: 13 (Max 24)
10060,ELEC 425 001,COMPUTER SYSTEMS ARCHITECTURE,"Faculty: Simar, Ray",Meeting: 02:00PM - 02:50PM MWF TBA TBA,4,Enrolled: 40 (Max 120)
12070,ELEC 427 002,ADV DIGITAL DESIGN & IMPLEMENT,"Faculty: Koushanfar, Farinaz",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 14 (Max 19)
11796,ELEC 429 001,INTRO TO COMPUTER NETWORKS,"Faculty: Ng, Tze Sing E.",Meeting: 02:30PM - 03:45PM TR TBA TBA,4,Enrolled: 10 (Max 70)
10061,ELEC 435 001,ELECTROMECH DEVICES & SYSTEMS,"Faculty: Wise, James D.",Meeting: 02:00PM - 02:50PM MWF TBA TBA,3,Enrolled: 11 (Max 25)
12589,ELEC 437 001,INTRO TO COMMUNICATION NETWORK,"Faculty: Knightly, Edward W.",Meeting: 03:00PM - 04:15PM MW TBA TBA,3,Enrolled: 23 (Max 40)
11523,ELEC 440 001,ARTIFICIAL INTELLIGENCE,"Faculty: Subramanian, Devika",Meeting: 09:25AM - 10:40AM TR TBA TBA,4,Enrolled: 1 (Max 39)
11461,ELEC 446 002,MOBILE DEVICE APPLICATIONS,"Faculty: Cutler, Scott E.",Meeting: 02:00PM - 03:29PM W TBA TBA,4,Enrolled: 2 (Permission Required)
10629,ELEC 450 001,ALGORITHMIC ROBOTICS,"Faculty: Kavraki, Lydia E.",Meeting: 01:00PM - 02:15PM TR TBA TBA,4,Enrolled: 5 (Max 50)
10880,ELEC 462 001,OPTOELECTRONIC DEVICES,"Faculty: Kono, Junichiro",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 10 (Max 19)
11899,ELEC 480 001,INTRO TO NEUROENGINEERING,"Faculty: Robinson, Jacob T.",Meeting: 02:30PM - 03:45PM TR TBA TBA,3,Enrolled: 12 (Max 35)
12592,ELEC 481 001,COMP/NEUROSCIENCE/NEURAL ENGNR,"Faculty: Clark, John W.",Meeting: 10:00AM - 10:50AM MWF TBA TBA,3,Enrolled: 4 (Max 40)
